doseg_[km],poraba_[kWh/100km],kapaciteta_[kWh],cas_polnjenja[min/100km],pospesek(0-100km/h)_[s],cena_[EUR],drzava,leto,znamka,model,link
350.0,18.4,64.3,16,8.2,44490,Kitajska,2024,GWM,ORA 07 Pro,https://bestev4me.eu/ev-catalog/2246/gwm-ora-07-pro-2024
350.0,20.7,72.6,14,6.2,57900,ZDA,2024,Ford,Mustang Mach-E SR AWD,https://bestev4me.eu/ev-catalog/2276/ford-mustang-mach-e-sr-awd-2024
350.0,16.9,59.0,10,8.0,38680,Češka,2024,Skoda,Elroq 60,https://bestev4me.eu/ev-catalog/3032/skoda-elroq-60-2024
350.0,16.7,58.3,14,7.2,46300,Francija,2024,Peugeot,e-408 58 kWh,https://bestev4me.eu/ev-catalog/3066/peugeot-e-408-58-kwh-2024
350.0,16.7,58.3,14,7.1,45900,Francija,2025,DS,N°4 E-Tense,https://bestev4me.eu/ev-catalog/3200/ds-n4-e-tense-2025
350.0,17.3,60.5,15,7.0,34640,Kitajska,2025,BYD,DOLPHIN 60.4 kWh,https://bestev4me.eu/ev-catalog/3297/byd-dolphin-604-kwh-2025
350.0,16.6,58.0,12,8.0,42400,ZDA,2026,Ford,Capri Standard Range RWD,https://bestev4me.eu/ev-catalog/3445/ford-capri-standard-range-rwd-2026
350.0,18.6,65.0,12,5.4,48990,Švedska,2026,Volvo,EX30 Cross Country P5 Long Range,https://bestev4me.eu/ev-catalog/3482/volvo-ex30-cross-country-p5-long-range-2026
350.0,16.6,58.0,12,8.4,43360,Nemčija,2026,Volkswagen,ID.5 Pure,https://bestev4me.eu/ev-catalog/3499/volkswagen-id5-pure-2026
350.0,16.6,58.0,12,8.6,42990,Češka,2026,Skoda,Enyaq 60,https://bestev4me.eu/ev-catalog/3569/skoda-enyaq-60-2026
350.0,18.6,65.0,11,3.7,47990,Kitajska,2026,Zeekr,X Privilege AWD,https://bestev4me.eu/ev-catalog/3586/zeekr-x-privilege-awd-2026
350.0,16.6,58.0,12,8.0,42400,ZDA,2026,Ford,Capri Standard Range RWD,https://bestev4me.eu/ev-catalog/3647/ford-capri-standard-range-rwd-2026
350.0,16.3,57.0,9,7.5,35600,Kitajska,2026,XPENG,L03 RWD Standard Range,https://bestev4me.eu/ev-catalog/3676/xpeng-l03-rwd-standard-range-2026
345.0,20.0,69.0,14,5.8,82700,ZDA,2016,Tesla,Model S 70,https://bestev4me.eu/ev-catalog/1061/tesla-model-s-70-2016
345.0,18.0,62.0,12,5.8,69019,ZDA,2016,Tesla,Model S 60,https://bestev4me.eu/ev-catalog/1072/tesla-model-s-60-2016
345.0,18.0,62.0,12,5.4,74719,ZDA,2016,Tesla,Model S 60D,https://bestev4me.eu/ev-catalog/1073/tesla-model-s-60d-2016
345.0,17.1,59.0,25,7.3,37550,Japonska,2019,Nissan,LEAF e+ 62 kWh,https://bestev4me.eu/ev-catalog/1144/nissan-leaf-e-62-kwh-2019
345.0,17.7,61.0,15,7.4,45500,Švedska,2021,Polestar,2 Standard Range Single Motor,https://bestev4me.eu/ev-catalog/1486/polestar-2-standard-range-single-motor-2021
345.0,16.8,58.0,15,6.6,40750,Španija,2022,CUPRA,Born 170 kW - 58 kWh,https://bestev4me.eu/ev-catalog/1517/cupra-born-170-kw-58-kwh-2022
345.0,18.6,64.0,14,6.9,50490,Japonska,2022,Toyota,bZ4X AWD,https://bestev4me.eu/ev-catalog/1565/toyota-bz4x-awd-2022
345.0,16.8,58.0,15,8.8,,Češka,2022,Skoda,Enyaq Coupe iV 60,https://bestev4me.eu/ev-catalog/1628/skoda-enyaq-coupe-iv-60-2022
345.0,22.3,77.0,13,10.2,64581,Nemčija,2022,Volkswagen,ID. Buzz Pro,https://bestev4me.eu/ev-catalog/1651/volkswagen-id-buzz-pro-2022
345.0,20.3,70.0,18,6.3,62250,ZDA,2022,Ford,Mustang Mach-E SR AWD,https://bestev4me.eu/ev-catalog/1670/ford-mustang-mach-e-sr-awd-2022
345.0,16.5,57.0,10,6.9,45970,ZDA,2022,Tesla,Model Y RWD,https://bestev4me.eu/ev-catalog/1743/tesla-model-y-rwd-2022
345.0,20.3,70.0,18,6.3,62250,ZDA,2022,Ford,Mustang Mach-E SR AWD,https://bestev4me.eu/ev-catalog/1755/ford-mustang-mach-e-sr-awd-2022
345.0,16.5,57.0,10,6.9,45970,ZDA,2022,Tesla,Model Y RWD,https://bestev4me.eu/ev-catalog/1974/tesla-model-y-rwd-2022
345.0,19.3,66.5,12,8.0,55519,Nemčija,2023,Mercedes-Benz,EQB 300 4MATIC,https://bestev4me.eu/ev-catalog/1989/mercedes-benz-eqb-300-4matic-2023
345.0,19.3,66.5,12,6.2,58197,Nemčija,2023,Mercedes-Benz,EQB 350 4MATIC,https://bestev4me.eu/ev-catalog/1990/mercedes-benz-eqb-350-4matic-2023
345.0,16.8,58.0,14,8.8,46850,Češka,2023,Skoda,Enyaq Coupe 60,https://bestev4me.eu/ev-catalog/2023/skoda-enyaq-coupe-60-2023
345.0,19.4,67.0,13,7.3,49990,Švedska,2024,Volvo,EX40 Single Motor,https://bestev4me.eu/ev-catalog/2120/volvo-ex40-single-motor-2024
345.0,17.4,60.0,8,8.5,43900,Južna Koreja,2024,Hyundai,IONIQ 5 63 kWh RWD,https://bestev4me.eu/ev-catalog/2235/hyundai-ioniq-5-63-kwh-rwd-2024
345.0,17.4,60.0,8,8.7,44990,Južna Koreja,2024,Kia,EV6 Standard Range 2WD,https://bestev4me.eu/ev-catalog/3030/kia-ev6-standard-range-2wd-2024
345.0,19.4,67.0,13,7.3,49990,Švedska,2025,Volvo,EX40 Single Motor,https://bestev4me.eu/ev-catalog/3158/volvo-ex40-single-motor-2025
345.0,16.1,55.4,14,9.3,42435,Francija,2025,Peugeot,e-308 58 kWh,https://bestev4me.eu/ev-catalog/3321/peugeot-e-308-58-kwh-2025
345.0,16.1,55.4,14,9.3,37990,Nemčija,2026,Opel,Astra Electric 58 kWh,https://bestev4me.eu/ev-catalog/3450/opel-astra-electric-58-kwh-2026
345.0,16.9,58.3,14,7.2,46300,Francija,2026,Peugeot,e-408 58 kWh,https://bestev4me.eu/ev-catalog/3465/peugeot-e-408-58-kwh-2026
345.0,18.8,65.0,12,3.6,54190,Švedska,2026,Volvo,EX30 P8 AWD,https://bestev4me.eu/ev-catalog/3481/volvo-ex30-p8-awd-2026
345.0,16.8,58.0,12,8.5,37390,Češka,2026,Skoda,Elroq 60,https://bestev4me.eu/ev-catalog/3565/skoda-elroq-60-2026
345.0,16.8,58.0,12,8.6,49900,Španija,2026,CUPRA,Tavascan 140 kW - 58 kWh,https://bestev4me.eu/ev-catalog/3608/cupra-tavascan-140-kw-58-kwh-2026
340.0,19.6,66.5,14,5.8,78000,ZDA,2015,Tesla,Model S 70,https://bestev4me.eu/ev-catalog/1030/tesla-model-s-70-2015
340.0,17.1,58.0,15,8.7,42100,Češka,2021,Skoda,Enyaq iV 60,https://bestev4me.eu/ev-catalog/1279/skoda-enyaq-iv-60-2021
340.0,19.6,66.5,13,6.2,58197,Nemčija,2022,Mercedes-Benz,EQB 350 4MATIC,https://bestev4me.eu/ev-catalog/1493/mercedes-benz-eqb-350-4matic-2022
340.0,16.9,57.4,21,7.7,,Kitajska,2020,MG,MG5 EV Long Range,https://bestev4me.eu/ev-catalog/1526/mg-mg5-ev-long-range-2020
340.0,19.6,66.5,13,8.0,55519,Nemčija,2022,Mercedes-Benz,EQB 300 4MATIC,https://bestev4me.eu/ev-catalog/1559/mercedes-benz-eqb-300-4matic-2022
340.0,17.4,59.0,25,6.9,41100,Japonska,2022,Nissan,LEAF e+ 62 kWh,https://bestev4me.eu/ev-catalog/1657/nissan-leaf-e-62-kwh-2022
340.0,19.4,66.0,12,7.3,47500,Švedska,2022,Volvo,XC40 Recharge Single Motor,https://bestev4me.eu/ev-catalog/1796/volvo-xc40-recharge-single-motor-2022
340.0,17.4,59.3,21,8.2,44490,Kitajska,2023,ORA,Funky Cat 63 kWh,https://bestev4me.eu/ev-catalog/1814/ora-funky-cat-63-kwh-2023
340.0,19.1,65.0,12,3.6,51690,Švedska,2023,Volvo,EX30 Twin Motor Performance,https://bestev4me.eu/ev-catalog/1911/volvo-ex30-twin-motor-performance-2023
340.0,18.8,64.0,36,7.5,,Japonska,2023,Lexus,UX 300e,https://bestev4me.eu/ev-catalog/1943/lexus-ux-300e-2023
340.0,17.6,60.0,14,8.6,41400,Francija,2023,Renault,Scenic E-Tech EV60 170hp,https://bestev4me.eu/ev-catalog/2068/renault-scenic-e-tech-ev60-170hp-2023
340.0,17.4,59.3,21,8.2,32490,Kitajska,2024,GWM,ORA 03 63 kWh,https://bestev4me.eu/ev-catalog/2092/gwm-ora-03-63-kwh-2024
340.0,17.4,59.0,11,8.1,48150,Nemčija,2025,Audi,Q4 Sportback e-tron 40,https://bestev4me.eu/ev-catalog/3149/audi-q4-sportback-e-tron-40-2025
340.0,17.8,60.5,16,7.3,38990,Kitajska,2025,BYD,ATTO 3,https://bestev4me.eu/ev-catalog/3192/byd-atto-3-2025
340.0,17.6,60.0,14,8.6,40400,Francija,2025,Renault,Scenic E-Tech EV60 170hp,https://bestev4me.eu/ev-catalog/3218/renault-scenic-e-tech-ev60-170hp-2025
340.0,19.1,64.8,13,7.9,41990,Kitajska,2025,BYD,ATTO 2 64.8 kWh,https://bestev4me.eu/ev-catalog/3268/byd-atto-2-648-kwh-2025
340.0,19.7,67.0,17,10.6,42390,Južna Koreja,2025,Kia,PV5 Passenger 71.2 kWh,https://bestev4me.eu/ev-catalog/3289/kia-pv5-passenger-712-kwh-2025
340.0,16.3,55.4,14,9.5,43435,Francija,2025,Peugeot,e-308 SW 58 kWh,https://bestev4me.eu/ev-catalog/3322/peugeot-e-308-sw-58-kwh-2025
340.0,17.1,58.0,13,9.5,33490,Južna Koreja,2026,Kia,EV2 61 kWh,https://bestev4me.eu/ev-catalog/3491/kia-ev2-61-kwh-2026
340.0,17.1,58.0,12,8.5,40580,Nemčija,2026,Volkswagen,ID.4 Pure,https://bestev4me.eu/ev-catalog/3495/volkswagen-id4-pure-2026
340.0,17.4,59.0,12,8.1,47500,Nemčija,2026,Audi,Q4 e-tron,https://bestev4me.eu/ev-catalog/3587/audi-q4-e-tron-2026
335.0,17.3,58.0,30,7.3,42990,Nemčija,2017,Opel,Ampera-e,https://bestev4me.eu/ev-catalog/1051/opel-ampera-e-2017
335.0,21.6,72.5,18,5.2,93500,ZDA,2016,Tesla,Model X 75D,https://bestev4me.eu/ev-catalog/1052/tesla-model-x-75d-2016
335.0,22.4,75.0,15,4.9,60437,Švedska,2020,Volvo,XC40 P8 AWD Recharge,https://bestev4me.eu/ev-catalog/1188/volvo-xc40-p8-awd-recharge-2020
335.0,20.3,68.0,18,6.3,54750,ZDA,2021,Ford,Mustang Mach-E SR AWD,https://bestev4me.eu/ev-catalog/1244/ford-mustang-mach-e-sr-awd-2021
335.0,25.8,86.5,12,4.5,96050,Nemčija,2020,Audi,e-tron S Sportback,https://bestev4me.eu/ev-catalog/1272/audi-e-tron-s-sportback-2020
335.0,18.8,63.0,18,7.5,43490,Japonska,2022,Nissan,Ariya 63kWh,https://bestev4me.eu/ev-catalog/1301/nissan-ariya-63kwh-2022
335.0,17.1,57.4,19,7.7,38490,Kitajska,2022,MG,MG5 Electric Long Range,https://bestev4me.eu/ev-catalog/1474/mg-mg5-electric-long-range-2022
335.0,22.4,75.0,15,4.9,59250,Švedska,2021,Volvo,XC40 Recharge Twin Pure Electric,https://bestev4me.eu/ev-catalog/1520/volvo-xc40-recharge-twin-pure-electric-2021
335.0,20.0,67.0,12,7.4,48850,Švedska,2022,Volvo,C40 Recharge Pure Electric,https://bestev4me.eu/ev-catalog/1655/volvo-c40-recharge-pure-electric-2022
335.0,18.5,62.0,14,6.7,42490,Nemčija,2023,Smart,#1 Pro+,https://bestev4me.eu/ev-catalog/1667/smart-1-pro-2023
335.0,14.9,50.0,8,8.8,43900,Južna Koreja,2023,Hyundai,IONIQ 6 Standard Range 2WD,https://bestev4me.eu/ev-catalog/1717/hyundai-ioniq-6-standard-range-2wd-2023
335.0,18.5,61.9,20,7.6,,Japonska,2023,Honda,e:Ny1,https://bestev4me.eu/ev-catalog/1940/honda-eny1-2023
335.0,17.3,58.0,14,8.7,44200,Češka,2023,Skoda,Enyaq 60,https://bestev4me.eu/ev-catalog/2019/skoda-enyaq-60-2023
335.0,18.5,62.0,14,6.7,44990,Nemčija,2023,Smart,#1 Premium,https://bestev4me.eu/ev-catalog/2053/smart-1-premium-2023
335.0,15.5,52.0,14,8.0,32900,Francija,2024,Renault,5 E-Tech 52kWh 150hp,https://bestev4me.eu/ev-catalog/2135/renault-5-e-tech-52kwh-150hp-2024
335.0,18.5,62.0,14,6.7,39990,Nemčija,2024,Smart,#1 Pure+,https://bestev4me.eu/ev-catalog/2218/smart-1-pure-2024
335.0,15.2,50.8,12,9.1,34800,Francija,2024,Citroen,ë-C4 X 54 kWh,https://bestev4me.eu/ev-catalog/3050/citroen-e-c4-x-54-kwh-2024
335.0,19.4,65.0,12,3.7,57290,Švedska,2025,Volvo,EX30 Cross Country,https://bestev4me.eu/ev-catalog/3118/volvo-ex30-cross-country-2025
335.0,15.2,50.8,12,8.1,31490,Nemčija,2025,Opel,Corsa Electric 54 kWh,https://bestev4me.eu/ev-catalog/3221/opel-corsa-electric-54-kwh-2025
335.0,15.2,50.8,12,8.2,37525,Francija,2025,Peugeot,e-208 54 kWh,https://bestev4me.eu/ev-catalog/3223/peugeot-e-208-54-kwh-2025
335.0,17.3,58.0,12,8.0,39900,ZDA,2026,Ford,Explorer Standard Range RWD,https://bestev4me.eu/ev-catalog/3446/ford-explorer-standard-range-rwd-2026
335.0,16.5,55.4,15,9.5,39490,Nemčija,2026,Opel,Astra Sports Tourer Electric 58 kWh,https://bestev4me.eu/ev-catalog/3451/opel-astra-sports-tourer-electric-58-kwh-2026
335.0,19.4,65.0,12,3.7,55790,Švedska,2026,Volvo,EX30 Cross Country P8 AWD,https://bestev4me.eu/ev-catalog/3483/volvo-ex30-cross-country-p8-awd-2026
335.0,15.4,51.7,11,7.1,33795,Nemčija,2026,Volkswagen,ID. Polo 155 kW - 52 kWh,https://bestev4me.eu/ev-catalog/3581/volkswagen-id-polo-155-kw-52-kwh-2026
335.0,17.3,58.0,12,8.0,39900,ZDA,2026,Ford,Explorer Standard Range RWD,https://bestev4me.eu/ev-catalog/3644/ford-explorer-standard-range-rwd-2026
335.0,20.0,67.0,17,10.6,45440,Južna Koreja,2026,Kia,PV5 Passenger 71.2 kWh - 7 Seats,https://bestev4me.eu/ev-catalog/3671/kia-pv5-passenger-712-kwh-7-seats-2026
330.0,20.3,67.0,12,7.4,45080,Švedska,2022,Volvo,XC40 Recharge Pure Electric,https://bestev4me.eu/ev-catalog/1592/volvo-xc40-recharge-pure-electric-2022
330.0,26.2,86.5,12,4.5,96050,Nemčija,2021,Audi,e-tron S Sportback,https://bestev4me.eu/ev-catalog/1659/audi-e-tron-s-sportback-2021
330.0,18.3,60.5,17,7.3,37990,Kitajska,2022,BYD,ATTO 3,https://bestev4me.eu/ev-catalog/1782/byd-atto-3-2022
330.0,18.0,59.3,22,8.2,49490,Kitajska,2023,ORA,Funky Cat GT,https://bestev4me.eu/ev-catalog/1815/ora-funky-cat-gt-2023
330.0,15.4,50.8,13,9.2,35925,Francija,2023,Citroen,ë-C4 54 kWh,https://bestev4me.eu/ev-catalog/1938/citroen-e-c4-54-kwh-2023
330.0,15.4,50.8,13,9.3,36325,Francija,2023,Citroen,ë-C4 X 54 kWh,https://bestev4me.eu/ev-catalog/1939/citroen-e-c4-x-54-kwh-2023
330.0,14.9,49.2,13,6.7,36900,Združeno kraljestvo,2023,Mini,Cooper SE,https://bestev4me.eu/ev-catalog/1998/mini-cooper-se-2023
330.0,17.8,58.9,15,7.6,,Kitajska,2024,Omoda,E5,https://bestev4me.eu/ev-catalog/3046/omoda-e5-2024
330.0,15.8,52.0,14,8.0,32990,Japonska,2025,Nissan,Micra Extended Range 52 kWh,https://bestev4me.eu/ev-catalog/3203/nissan-micra-extended-range-52-kwh-2025
330.0,18.1,59.8,20,8.7,38990,Japonska,2025,Toyota,Urban Cruiser 61.1 kWh,https://bestev4me.eu/ev-catalog/3209/toyota-urban-cruiser-611-kwh-2025
330.0,18.1,59.8,20,8.7,36490,Japonska,2025,Suzuki,e VITARA 61 kWh 2WD,https://bestev4me.eu/ev-catalog/3212/suzuki-e-vitara-61-kwh-2wd-2025
370.0,18.5,68.4,12,7.4,39990,Kitajska,2026,Geely,EX5 Pro,https://bestev4me.eu/ev-catalog/3308/geely-ex5-pro-2026
330.0,16.0,52.9,15,8.3,35950,Japonska,2026,Nissan,LEAF Standard Range 52 kWh,https://bestev4me.eu/ev-catalog/3365/nissan-leaf-standard-range-52-kwh-2026
330.0,15.7,51.7,11,7.1,34790,Španija,2026,CUPRA,Raval 155 kW - 52 kWh,https://bestev4me.eu/ev-catalog/3509/cupra-raval-155-kw-52-kwh-2026
330.0,18.2,60.0,15,7.3,28000,Kitajska,2026,GAC,AION UT 60 kWh,https://bestev4me.eu/ev-catalog/3518/gac-aion-ut-60-kwh-2026
325.0,19.1,62.0,14,3.9,48990,Nemčija,2023,Smart,#1 Brabus,https://bestev4me.eu/ev-catalog/1748/smart-1-brabus-2023
325.0,19.1,62.0,14,4.5,46490,Nemčija,2023,Smart,#1 Pulse,https://bestev4me.eu/ev-catalog/1920/smart-1-pulse-2023
325.0,18.2,59.3,23,8.2,37490,Kitajska,2024,GWM,ORA 03 GT,https://bestev4me.eu/ev-catalog/2093/gwm-ora-03-gt-2024
325.0,27.7,90.0,19,12.1,72043,Nemčija,2024,Mercedes-Benz,eVito Tourer Long 90 kWh,https://bestev4me.eu/ev-catalog/2140/mercedes-benz-evito-tourer-long-90-kwh-2024
325.0,16.9,55.0,14,7.5,35990,Južna Koreja,2024,Kia,EV3 Standard Range,https://bestev4me.eu/ev-catalog/2211/kia-ev3-standard-range-2024
325.0,16.0,52.0,12,8.2,33330,Nemčija,2024,Volkswagen,ID.3 Pure,https://bestev4me.eu/ev-catalog/2214/volkswagen-id3-pure-2024
325.0,15.6,50.8,13,9.1,34100,Francija,2024,Citroen,ë-C4 54 kWh,https://bestev4me.eu/ev-catalog/3048/citroen-e-c4-54-kwh-2024
325.0,20.9,68.0,28,9.6,,Kitajska,2024,Skywell,BE11 Standard Range,https://bestev4me.eu/ev-catalog/3064/skywell-be11-standard-range-2024
325.0,18.2,59.0,11,8.1,46150,Nemčija,2025,Audi,Q4 e-tron 40,https://bestev4me.eu/ev-catalog/3148/audi-q4-e-tron-40-2025
325.0,15.6,50.8,13,8.2,,Italija,2025,Lancia,Ypsilon 54 kWh,https://bestev4me.eu/ev-catalog/3224/lancia-ypsilon-54-kwh-2025
325.0,18.1,58.9,15,7.7,,Kitajska,2025,Jaecoo,5 EV,https://bestev4me.eu/ev-catalog/3336/jaecoo-5-ev-2025
325.0,16.6,54.0,13,8.3,41990,Japonska,2025,Toyota,C-HR+ 57.7 kWh,https://bestev4me.eu/ev-catalog/3393/toyota-c-hr-577-kwh-2025
325.0,19.0,61.7,14,3.8,46990,Kitajska,2026,MG,MG4 XPOWER,https://bestev4me.eu/ev-catalog/3469/mg-mg4-xpower-2026
325.0,16.9,55.0,14,7.5,35990,Južna Koreja,2026,Kia,EV3 Standard Range,https://bestev4me.eu/ev-catalog/3637/kia-ev3-standard-range-2026
320.0,15.3,49.0,12,5.6,46380,ZDA,2019,Tesla,Model 3 Standard Range Plus,https://bestev4me.eu/ev-catalog/1177/tesla-model-3-standard-range-plus-2019
320.0,27.0,86.5,12,4.5,93800,Nemčija,2020,Audi,e-tron S,https://bestev4me.eu/ev-catalog/1271/audi-e-tron-s-2020
320.0,20.0,64.0,15,6.9,57490,Japonska,2022,Subaru,Solterra AWD,https://bestev4me.eu/ev-catalog/1567/subaru-solterra-awd-2022
320.0,27.0,86.5,12,4.5,93800,Nemčija,2021,Audi,e-tron S,https://bestev4me.eu/ev-catalog/1658/audi-e-tron-s-2021
320.0,23.9,76.5,14,6.5,,Kitajska,2022,Hongqi,E-HS9 84 kWh,https://bestev4me.eu/ev-catalog/1746/hongqi-e-hs9-84-kwh-2022
320.0,19.3,61.7,12,3.8,46990,Kitajska,2023,MG,MG4 Electric XPOWER,https://bestev4me.eu/ev-catalog/1944/mg-mg4-electric-xpower-2023
320.0,28.1,90.0,19,12.1,62010,Nemčija,2024,Mercedes-Benz,EQV 300 Long,https://bestev4me.eu/ev-catalog/2131/mercedes-benz-eqv-300-long-2024
320.0,15.9,50.8,13,9.0,39500,Italija,2024,Alfa Romeo,Junior Elettrica 54 kWh,https://bestev4me.eu/ev-catalog/2184/alfa-romeo-junior-elettrica-54-kwh-2024
320.0,16.3,52.0,13,9.0,44950,ZDA,2024,Ford,Capri Standard Range RWD,https://bestev4me.eu/ev-catalog/2240/ford-capri-standard-range-rwd-2024
320.0,16.3,52.0,12,8.9,45270,Nemčija,2024,Volkswagen,ID.5 Pure,https://bestev4me.eu/ev-catalog/3080/volkswagen-id5-pure-2024
320.0,16.3,52.0,12,8.9,45270,Nemčija,2025,Volkswagen,ID.5 Pure,https://bestev4me.eu/ev-catalog/3253/volkswagen-id5-pure-2025
320.0,16.5,52.8,14,9.5,28490,Kitajska,2026,MG,MG4 Urban Comfort Long Range,https://bestev4me.eu/ev-catalog/3471/mg-mg4-urban-comfort-long-range-2026
320.0,16.5,52.8,14,9.5,31490,Kitajska,2026,MG,MG4 Urban Premium Long Range,https://bestev4me.eu/ev-catalog/3472/mg-mg4-urban-premium-long-range-2026
320.0,17.2,55.0,11,7.5,27900,Kitajska,2026,Leapmotor,B05 56.2 kWh,https://bestev4me.eu/ev-catalog/3563/leapmotor-b05-562-kwh-2026
320.0,18.4,59.0,9,5.5,42990,Kitajska,2026,Zeekr,X Long Range RWD,https://bestev4me.eu/ev-catalog/3585/zeekr-x-long-range-rwd-2026
320.0,16.2,51.7,11,7.1,32100,Češka,2026,Skoda,Epiq 55,https://bestev4me.eu/ev-catalog/3622/skoda-epiq-55-2026
315.0,16.5,52.0,27,11.4,36840,Francija,2019,Renault,Zoe ZE50 R110,https://bestev4me.eu/ev-catalog/1164/renault-zoe-ze50-r110-2019
315.0,19.0,60.0,17,7.5,35993,Kitajska,2020,Aiways,U5,https://bestev4me.eu/ev-catalog/1261/aiways-u5-2020
315.0,19.0,60.0,17,7.5,39563,Kitajska,2022,Aiways,U5,https://bestev4me.eu/ev-catalog/1678/aiways-u5-2022
315.0,16.1,50.8,13,9.2,41990,Nemčija,2023,Opel,Astra Electric,https://bestev4me.eu/ev-catalog/1792/opel-astra-electric-2023
315.0,15.3,48.1,13,8.1,38045,Nemčija,2023,Opel,Corsa Electric 51 kWh,https://bestev4me.eu/ev-catalog/1942/opel-corsa-electric-51-kwh-2023
315.0,15.3,48.1,13,8.2,40875,Francija,2023,Peugeot,e-208 51 kWh,https://bestev4me.eu/ev-catalog/1949/peugeot-e-208-51-kwh-2023
315.0,28.6,90.0,19,12.2,62897,Nemčija,2024,Mercedes-Benz,EQV 300 Extra-Long,https://bestev4me.eu/ev-catalog/2274/mercedes-benz-eqv-300-extra-long-2024
315.0,16.5,52.0,15,8.2,32400,Francija,2025,Renault,4 E-Tech 52kWh 150hp,https://bestev4me.eu/ev-catalog/3127/renault-4-e-tech-52kwh-150hp-2025
315.0,18.9,59.6,14,10.3,34990,Vietnam,2025,VinFast,VF 6 Eco,https://bestev4me.eu/ev-catalog/3281/vinfast-vf-6-eco-2025
315.0,17.1,54.0,13,8.4,,Japonska,2026,Subaru,Uncharted 57.7 kWh,https://bestev4me.eu/ev-catalog/3435/subaru-uncharted-577-kwh-2026
315.0,15.9,50.0,12,8.0,33995,Nemčija,2026,Volkswagen,ID.3 Neo 50 kWh,https://bestev4me.eu/ev-catalog/3520/volkswagen-id3-neo-50-kwh-2026
315.0,16.4,51.7,11,7.1,36525,Nemčija,2026,Volkswagen,ID. Cross 155 kW - 52 kWh,https://bestev4me.eu/ev-catalog/3673/volkswagen-id-cross-155-kw-52-kwh-2026
310.0,16.8,52.0,27,9.5,37840,Francija,2019,Renault,Zoe ZE50 R135,https://bestev4me.eu/ev-catalog/1205/renault-zoe-ze50-r135-2019
310.0,29.0,90.0,20,12.1,71626,Nemčija,2020,Mercedes-Benz,EQV 300 Long,https://bestev4me.eu/ev-catalog/1240/mercedes-benz-eqv-300-long-2020
310.0,29.0,90.0,20,12.1,72519,Nemčija,2020,Mercedes-Benz,EQV 300 Extra-Long,https://bestev4me.eu/ev-catalog/1315/mercedes-benz-eqv-300-extra-long-2020
310.0,29.0,90.0,20,12.0,64248,Nemčija,2020,Mercedes-Benz,eVito Tourer Long 90 kWh,https://bestev4me.eu/ev-catalog/1615/mercedes-benz-evito-tourer-long-90-kwh-2020
310.0,16.4,50.8,14,9.3,43490,Nemčija,2023,Opel,Astra Sports Tourer Electric,https://bestev4me.eu/ev-catalog/1793/opel-astra-sports-tourer-electric-2023
310.0,16.4,50.8,14,9.0,39900,ZDA,2023,Jeep,Avenger Electric 1st Edition,https://bestev4me.eu/ev-catalog/1794/jeep-avenger-electric-1st-edition-2023
310.0,16.4,50.8,14,9.0,38500,ZDA,2023,Jeep,Avenger Electric,https://bestev4me.eu/ev-catalog/1816/jeep-avenger-electric-2023
310.0,16.4,50.8,14,9.0,36490,Italija,2023,Fiat,600e,https://bestev4me.eu/ev-catalog/1945/fiat-600e-2023
310.0,15.5,48.1,14,8.2,,Italija,2024,Lancia,Ypsilon,https://bestev4me.eu/ev-catalog/2117/lancia-ypsilon-2024
310.0,16.8,52.0,12,9.1,,Češka,2024,Skoda,Enyaq 50,https://bestev4me.eu/ev-catalog/2250/skoda-enyaq-50-2024
310.0,16.8,52.0,15,7.4,38700,Francija,2024,Alpine,A290 Electric 180 hp,https://bestev4me.eu/ev-catalog/2268/alpine-a290-electric-180-hp-2024
310.0,16.8,52.0,12,9.0,33900,Češka,2024,Skoda,Elroq 50,https://bestev4me.eu/ev-catalog/3031/skoda-elroq-50-2024
310.0,19.3,59.8,21,7.4,44280,Japonska,2025,Toyota,Urban Cruiser 61.1 kWh AWD,https://bestev4me.eu/ev-catalog/3210/toyota-urban-cruiser-611-kwh-awd-2025
310.0,19.3,59.8,21,7.4,39490,Japonska,2025,Suzuki,e VITARA 61 kWh 4WD AllGrip,https://bestev4me.eu/ev-catalog/3213/suzuki-e-vitara-61-kwh-4wd-allgrip-2025
310.0,19.2,59.6,14,8.9,38990,Vietnam,2025,VinFast,VF 6 Plus,https://bestev4me.eu/ev-catalog/3282/vinfast-vf-6-plus-2025
310.0,16.7,51.7,12,6.8,39990,Španija,2026,CUPRA,Raval VZ,https://bestev4me.eu/ev-catalog/3510/cupra-raval-vz-2026
310.0,16.4,50.8,14,5.5,44900,Francija,2026,Peugeot,e-208 GTi,https://bestev4me.eu/ev-catalog/3655/peugeot-e-208-gti-2026
305.0,17.0,52.0,24,11.3,39900,Češka,2021,Skoda,Enyaq iV 50,https://bestev4me.eu/ev-catalog/1187/skoda-enyaq-iv-50-2021
305.0,17.7,54.0,8,8.5,46990,Južna Koreja,2021,Kia,EV6 Standard Range 2WD,https://bestev4me.eu/ev-catalog/1480/kia-ev6-standard-range-2wd-2021
305.0,22.0,67.0,13,7.4,48650,Švedska,2021,Volvo,XC40 Recharge Pure Electric,https://bestev4me.eu/ev-catalog/1539/volvo-xc40-recharge-pure-electric-2021
305.0,29.5,90.0,20,12.0,65140,Nemčija,2020,Mercedes-Benz,eVito Tourer Extra-Long 90 kWh,https://bestev4me.eu/ev-catalog/1616/mercedes-benz-evito-tourer-extra-long-90-kwh-2020
