doseg_[km],poraba_[kWh/100km],kapaciteta_[kWh],cas_polnjenja[min/100km],pospesek(0-100km/h)_[s],cena_[EUR],drzava,leto,znamka,model,link
460.0,16.7,77.0,9,6.7,51150,Češka,2023,Skoda,Enyaq Coupe 85,https://bestev4me.eu/ev-catalog/2024/skoda-enyaq-coupe-85-2023
455.0,16.9,77.0,9,7.9,47595,Nemčija,2023,Volkswagen,ID.3 Pro S - 4 Seats,https://bestev4me.eu/ev-catalog/1832/volkswagen-id3-pro-s-4-seats-2023
455.0,16.2,73.5,8,4.6,55480,ZDA,2019,Tesla,Model 3 Long Range AWD,https://bestev4me.eu/ev-catalog/1138/tesla-model-3-long-range-awd-2019
455.0,18.7,85.0,8,4.7,68306,Nemčija,2026,Mercedes-Benz,GLC 300 4MATIC,https://bestev4me.eu/ev-catalog/3654/mercedes-benz-glc-300-4matic-2026
455.0,21.1,96.0,10,4.7,99841,Nemčija,2025,Mercedes-Benz,EQE SUV 500 4MATIC,https://bestev4me.eu/ev-catalog/3286/mercedes-benz-eqe-suv-500-4matic-2025
455.0,24.0,109.0,7,2.9,145990,Združeno kraljestvo,2025,Lotus,Eletre 900,https://bestev4me.eu/ev-catalog/3217/lotus-eletre-900-2025
455.0,16.5,75.0,9,4.3,61970,ZDA,2025,Tesla,Model Y Long Range AWD Launch Series,https://bestev4me.eu/ev-catalog/3106/tesla-model-y-long-range-awd-launch-series-2025
455.0,16.9,77.0,9,6.6,53400,Češka,2023,Skoda,Enyaq Coupe 85x,https://bestev4me.eu/ev-catalog/2025/skoda-enyaq-coupe-85x-2023
455.0,16.5,75.0,9,4.8,52990,ZDA,2025,Tesla,Model Y Long Range AWD,https://bestev4me.eu/ev-catalog/3104/tesla-model-y-long-range-awd-2025
455.0,17.4,79.0,11,4.5,56990,Švedska,2025,Polestar,2 Long Range Dual Motor,https://bestev4me.eu/ev-catalog/3152/polestar-2-long-range-dual-motor-2025
455.0,21.1,96.0,10,4.9,99841,Nemčija,2023,Mercedes-Benz,EQE SUV 500 4MATIC,https://bestev4me.eu/ev-catalog/2048/mercedes-benz-eqe-suv-500-4matic-2023
455.0,16.9,77.0,9,6.7,48900,Češka,2025,Skoda,Enyaq 85,https://bestev4me.eu/ev-catalog/3097/skoda-enyaq-85-2025
455.0,16.9,77.0,9,6.4,50911,ZDA,2024,Ford,Capri Extended Range RWD,https://bestev4me.eu/ev-catalog/2241/ford-capri-extended-range-rwd-2024
455.0,18.2,82.7,9,4.1,69600,Kitajska,2023,XPENG,P7 Wing Edition,https://bestev4me.eu/ev-catalog/1823/xpeng-p7-wing-edition-2023
455.0,17.4,79.0,9,5.4,53050,Češka,2025,Skoda,Elroq RS,https://bestev4me.eu/ev-catalog/3373/skoda-elroq-rs-2025
455.0,16.9,77.0,9,6.7,51500,Češka,2025,Skoda,Enyaq 85x,https://bestev4me.eu/ev-catalog/3374/skoda-enyaq-85x-2025
455.0,19.9,90.6,10,3.5,109777,Nemčija,2022,Mercedes-Benz,EQE AMG 53 4MATIC+,https://bestev4me.eu/ev-catalog/1653/mercedes-benz-eqe-amg-53-4matic-2022
455.0,19.9,90.6,10,4.2,103827,Nemčija,2022,Mercedes-Benz,EQE AMG 43 4MATIC,https://bestev4me.eu/ev-catalog/1652/mercedes-benz-eqe-amg-43-4matic-2022
455.0,17.6,80.0,6,7.3,49990,Južna Koreja,2024,Kia,EV6 Long Range 2WD,https://bestev4me.eu/ev-catalog/3028/kia-ev6-long-range-2wd-2024
455.0,18.8,85.5,14,4.4,103320,ZDA,2016,Tesla,Model S 90D,https://bestev4me.eu/ev-catalog/1063/tesla-model-s-90d-2016
455.0,17.8,81.2,10,5.4,75600,Nemčija,2024,BMW,i5 xDrive40 Sedan,https://bestev4me.eu/ev-catalog/2096/bmw-i5-xdrive40-sedan-2024
455.0,17.6,80.0,6,5.9,62990,Švedska,2026,Volvo,EX60 P6,https://bestev4me.eu/ev-catalog/3441/volvo-ex60-p6-2026
455.0,17.4,79.0,9,5.3,54831,ZDA,2024,Ford,Capri Extended Range AWD,https://bestev4me.eu/ev-catalog/2242/ford-capri-extended-range-awd-2024
455.0,16.9,77.0,9,6.7,51270,Nemčija,2025,Volkswagen,ID.5 Pro,https://bestev4me.eu/ev-catalog/3254/volkswagen-id5-pro-2025
455.0,17.8,81.2,10,6.1,72200,Nemčija,2024,BMW,i5 eDrive40 Touring,https://bestev4me.eu/ev-catalog/2114/bmw-i5-edrive40-touring-2024
455.0,17.4,79.0,11,4.5,56990,Švedska,2024,Polestar,2 Long Range Dual Motor,https://bestev4me.eu/ev-catalog/2227/polestar-2-long-range-dual-motor-2024
455.0,17.1,78.0,11,7.7,41390,Južna Koreja,2024,Kia,EV3 Long Range,https://bestev4me.eu/ev-catalog/2212/kia-ev3-long-range-2024
455.0,23.3,106.0,11,4.5,98100,Nemčija,2023,Audi,SQ8 SUV e-tron,https://bestev4me.eu/ev-catalog/1773/audi-sq8-suv-e-tron-2023
455.0,24.0,109.0,7,2.9,151990,Združeno kraljestvo,2023,Lotus,Eletre R,https://bestev4me.eu/ev-catalog/1768/lotus-eletre-r-2023
455.0,16.5,75.0,9,5.9,49970,ZDA,2024,Tesla,Model Y Long Range RWD,https://bestev4me.eu/ev-catalog/2186/tesla-model-y-long-range-rwd-2024
450.0,20.1,90.6,9,6.7,86811,Nemčija,2022,Mercedes-Benz,EQE SUV 350+,https://bestev4me.eu/ev-catalog/1760/mercedes-benz-eqe-suv-350-2022
450.0,17.6,79.0,11,4.2,63490,Švedska,2025,Polestar,2 Long Range Performance,https://bestev4me.eu/ev-catalog/3153/polestar-2-long-range-performance-2025
450.0,21.3,96.0,8,9.4,64990,Južna Koreja,2023,Kia,EV9 99.8 kWh RWD,https://bestev4me.eu/ev-catalog/1834/kia-ev9-998-kwh-rwd-2023
450.0,17.8,80.0,6,7.5,51650,Južna Koreja,2024,Hyundai,IONIQ 5 84 kWh RWD,https://bestev4me.eu/ev-catalog/2236/hyundai-ioniq-5-84-kwh-rwd-2024
450.0,20.1,90.6,9,7.6,83479,Nemčija,2023,Mercedes-Benz,EQE SUV 300,https://bestev4me.eu/ev-catalog/2045/mercedes-benz-eqe-suv-300-2023
450.0,17.1,77.0,9,5.5,63300,Češka,2023,Skoda,Enyaq Coupe RS,https://bestev4me.eu/ev-catalog/2026/skoda-enyaq-coupe-rs-2023
450.0,17.1,77.0,9,6.7,48900,Češka,2023,Skoda,Enyaq 85,https://bestev4me.eu/ev-catalog/2020/skoda-enyaq-85-2023
450.0,19.3,87.0,16,7.6,53490,Japonska,2022,Nissan,Ariya 87kWh,https://bestev4me.eu/ev-catalog/1302/nissan-ariya-87kwh-2022
450.0,17.1,77.0,10,5.4,58900,Češka,2026,Skoda,Enyaq RS,https://bestev4me.eu/ev-catalog/3572/skoda-enyaq-rs-2026
450.0,17.1,77.0,10,6.3,53250,Češka,2026,Skoda,Enyaq 85x,https://bestev4me.eu/ev-catalog/3571/skoda-enyaq-85x-2026
450.0,18.1,81.3,9,3.9,72100,Nemčija,2024,BMW,i4 M50,https://bestev4me.eu/ev-catalog/2201/bmw-i4-m50-2024
450.0,20.1,90.6,9,4.2,104756,Nemčija,2024,Mercedes-Benz,EQE AMG 43 4MATIC,https://bestev4me.eu/ev-catalog/2208/mercedes-benz-eqe-amg-43-4matic-2024
450.0,20.1,90.6,9,3.5,110706,Nemčija,2024,Mercedes-Benz,EQE AMG 53 4MATIC+,https://bestev4me.eu/ev-catalog/2209/mercedes-benz-eqe-amg-53-4matic-2024
450.0,17.6,79.0,11,4.2,63490,Švedska,2024,Polestar,2 Long Range Performance,https://bestev4me.eu/ev-catalog/2228/polestar-2-long-range-performance-2024
450.0,17.1,77.0,10,6.8,54400,Španija,2026,CUPRA,Tavascan 210 kW - 77 kWh Endurance,https://bestev4me.eu/ev-catalog/3609/cupra-tavascan-210-kw-77-kwh-endurance-2026
450.0,17.6,79.0,9,8.5,48500,ZDA,2024,Ford,Explorer Extended Range RWD,https://bestev4me.eu/ev-catalog/3105/ford-explorer-extended-range-rwd-2024
455.0,16.9,77.0,9,6.7,51500,Češka,2025,Skoda,Enyaq 85x,https://bestev4me.eu/ev-catalog/3098/skoda-enyaq-85x-2025
450.0,17.6,79.0,11,4.5,52275,Švedska,2023,Polestar,2 Long Range Dual Motor,https://bestev4me.eu/ev-catalog/1819/polestar-2-long-range-dual-motor-2023
450.0,17.6,79.0,11,4.2,58775,Švedska,2023,Polestar,2 Long Range Performance,https://bestev4me.eu/ev-catalog/1820/polestar-2-long-range-performance-2023
450.0,17.1,77.0,11,7.9,41995,Nemčija,2020,Volkswagen,ID.3 Pro S,https://bestev4me.eu/ev-catalog/1203/volkswagen-id3-pro-s-2020
450.0,17.1,77.0,10,6.6,46390,Češka,2026,Skoda,Elroq 85,https://bestev4me.eu/ev-catalog/3566/skoda-elroq-85-2026
455.0,19.9,90.6,10,3.5,109777,Nemčija,2022,Mercedes-Benz,EQE AMG 53 4MATIC+,https://bestev4me.eu/ev-catalog/1902/mercedes-benz-eqe-amg-53-4matic-2022
450.0,20.1,90.6,10,4.2,104756,Nemčija,2023,Mercedes-Benz,EQE AMG 43 4MATIC,https://bestev4me.eu/ev-catalog/1901/mercedes-benz-eqe-amg-43-4matic-2023
455.0,17.4,79.0,9,5.4,53050,Češka,2025,Skoda,Elroq RS,https://bestev4me.eu/ev-catalog/3183/skoda-elroq-rs-2025
450.0,17.9,80.7,11,3.9,70800,Nemčija,2021,BMW,i4 M50,https://bestev4me.eu/ev-catalog/1519/bmw-i4-m50-2021
450.0,20.1,90.6,9,7.1,83479,Nemčija,2025,Mercedes-Benz,EQE SUV 300,https://bestev4me.eu/ev-catalog/3283/mercedes-benz-eqe-suv-300-2025
450.0,17.1,77.0,11,7.0,46450,Španija,2022,CUPRA,Born 170 kW - 77 kWh,https://bestev4me.eu/ev-catalog/1518/cupra-born-170-kw-77-kwh-2022
450.0,13.3,60.0,8,6.2,37970,ZDA,2025,Tesla,Model 3 RWD,https://bestev4me.eu/ev-catalog/3403/tesla-model-3-rwd-2025
450.0,17.8,80.0,4,6.7,47600,Kitajska,2025,XPENG,G6 RWD Long Range,https://bestev4me.eu/ev-catalog/3275/xpeng-g6-rwd-long-range-2025
450.0,17.1,77.0,11,7.9,56500,Nemčija,2021,Volkswagen,ID.3 Pro S - 4 Seats,https://bestev4me.eu/ev-catalog/1533/volkswagen-id3-pro-s-4-seats-2021
450.0,17.6,79.0,10,6.4,48900,ZDA,2026,Ford,Explorer Extended Range RWD,https://bestev4me.eu/ev-catalog/3454/ford-explorer-extended-range-rwd-2026
450.0,21.9,98.6,13,4.1,109230,Italija,2026,Maserati,Grecale Folgore,https://bestev4me.eu/ev-catalog/3464/maserati-grecale-folgore-2026
450.0,17.3,78.0,11,5.6,57840,Južna Koreja,2026,Kia,EV4 Hatchback 81.4 kWh GT,https://bestev4me.eu/ev-catalog/3672/kia-ev4-hatchback-814-kwh-gt-2026
450.0,17.1,77.0,11,7.9,43720,Nemčija,2021,Volkswagen,ID.3 Pro S - 5 Seats,https://bestev4me.eu/ev-catalog/1534/volkswagen-id3-pro-s-5-seats-2021
450.0,18.6,83.7,7,3.7,139906,Nemčija,2022,Porsche,Taycan GTS,https://bestev4me.eu/ev-catalog/1560/porsche-taycan-gts-2022
450.0,20.1,90.6,9,3.5,110706,Nemčija,2025,Mercedes-Benz,EQE AMG 53 4MATIC+,https://bestev4me.eu/ev-catalog/3243/mercedes-benz-eqe-amg-53-4matic-2025
450.0,17.6,79.0,10,6.4,48900,ZDA,2026,Ford,Explorer Extended Range RWD,https://bestev4me.eu/ev-catalog/3645/ford-explorer-extended-range-rwd-2026
450.0,19.3,87.0,16,7.6,58840,Japonska,2026,Nissan,Ariya 87kWh,https://bestev4me.eu/ev-catalog/3681/nissan-ariya-87kwh-2026
445.0,17.8,79.0,9,5.4,58755,Nemčija,2025,Volkswagen,ID.5 GTX,https://bestev4me.eu/ev-catalog/3255/volkswagen-id5-gtx-2025
445.0,17.3,77.0,10,6.6,46450,Češka,2025,Skoda,Elroq 85x,https://bestev4me.eu/ev-catalog/3372/skoda-elroq-85x-2025
445.0,17.3,77.0,10,5.4,54790,Češka,2026,Skoda,Elroq RS,https://bestev4me.eu/ev-catalog/3568/skoda-elroq-rs-2026
445.0,18.8,83.7,7,5.4,99815,Nemčija,2022,Porsche,Taycan Plus Sport Turismo,https://bestev4me.eu/ev-catalog/1622/porsche-taycan-plus-sport-turismo-2022
445.0,18.0,80.0,6,5.3,59400,Južna Koreja,2024,Hyundai,IONIQ 5 84 kWh AWD,https://bestev4me.eu/ev-catalog/2237/hyundai-ioniq-5-84-kwh-awd-2024
445.0,17.3,77.0,10,5.3,55400,ZDA,2026,Ford,Capri Extended Range AWD,https://bestev4me.eu/ev-catalog/3453/ford-capri-extended-range-awd-2026
445.0,17.3,77.0,10,6.2,48690,Češka,2026,Skoda,Elroq 85x,https://bestev4me.eu/ev-catalog/3567/skoda-elroq-85x-2026
445.0,17.3,77.0,10,6.8,53340,Španija,2024,CUPRA,Tavascan Endurance,https://bestev4me.eu/ev-catalog/1971/cupra-tavascan-endurance-2024
445.0,17.3,77.0,10,6.7,46335,Nemčija,2025,Volkswagen,ID.4 Pro,https://bestev4me.eu/ev-catalog/3250/volkswagen-id4-pro-2025
445.0,20.0,89.0,9,6.0,78150,Nemčija,2022,Audi,Q8 Sportback e-tron 50 quattro,https://bestev4me.eu/ev-catalog/1771/audi-q8-sportback-e-tron-50-quattro-2022
445.0,19.2,85.5,14,4.4,98000,ZDA,2015,Tesla,Model S 90D,https://bestev4me.eu/ev-catalog/1035/tesla-model-s-90d-2015
445.0,16.4,73.0,4,6.2,49600,Kitajska,2026,XPENG,P7+ RWD Long Range,https://bestev4me.eu/ev-catalog/3432/xpeng-p7-rwd-long-range-2026
445.0,16.9,75.0,9,5.0,55970,ZDA,2022,Tesla,Model Y Long Range AWD,https://bestev4me.eu/ev-catalog/1619/tesla-model-y-long-range-awd-2022
445.0,18.8,83.7,7,3.2,164420,Nemčija,2023,Porsche,Taycan Turbo,https://bestev4me.eu/ev-catalog/1927/porsche-taycan-turbo-2023
445.0,17.3,77.0,10,5.3,55400,ZDA,2026,Ford,Capri Extended Range AWD,https://bestev4me.eu/ev-catalog/3649/ford-capri-extended-range-awd-2026
445.0,17.3,77.0,10,6.6,55450,Nemčija,2026,Audi,Q4 Sportback e-tron performance,https://bestev4me.eu/ev-catalog/3592/audi-q4-sportback-e-tron-performance-2026
445.0,17.3,77.0,10,6.7,46335,Nemčija,2023,Volkswagen,ID.4 Pro,https://bestev4me.eu/ev-catalog/2028/volkswagen-id4-pro-2023
440.0,20.5,90.0,7,4.1,103900,Kitajska,2024,NIO,EL8 Long Range,https://bestev4me.eu/ev-catalog/2223/nio-el8-long-range-2024
440.0,20.7,91.0,16,5.8,69700,ZDA,2022,Ford,Mustang Mach-E ER AWD,https://bestev4me.eu/ev-catalog/1671/ford-mustang-mach-e-er-awd-2022
440.0,18.5,81.2,10,5.5,77600,Nemčija,2024,BMW,i5 xDrive40 Touring,https://bestev4me.eu/ev-catalog/3075/bmw-i5-xdrive40-touring-2024
440.0,17.7,78.0,11,6.6,46880,Južna Koreja,2026,Kia,EV3 Long Range AWD,https://bestev4me.eu/ev-catalog/3639/kia-ev3-long-range-awd-2026
440.0,17.5,77.0,10,6.1,49510,Nemčija,2026,Volkswagen,ID.4 Pro 4MOTION,https://bestev4me.eu/ev-catalog/3497/volkswagen-id4-pro-4motion-2026
450.0,20.1,90.6,9,7.6,83479,Nemčija,2023,Mercedes-Benz,EQE SUV 300,https://bestev4me.eu/ev-catalog/2007/mercedes-benz-eqe-suv-300-2023
440.0,18.7,82.3,7,3.7,121800,Nemčija,2024,Porsche,Taycan 4S Sport Turismo,https://bestev4me.eu/ev-catalog/2106/porsche-taycan-4s-sport-turismo-2024
440.0,17.5,77.0,9,8.6,48900,Češka,2021,Skoda,Enyaq iV 80,https://bestev4me.eu/ev-catalog/1280/skoda-enyaq-iv-80-2021
440.0,18.0,79.0,9,5.3,52430,ZDA,2024,Ford,Explorer Extended Range AWD,https://bestev4me.eu/ev-catalog/2169/ford-explorer-extended-range-awd-2024
440.0,19.0,83.7,7,4.1,119914,Nemčija,2023,Porsche,Taycan 4S Cross Turismo,https://bestev4me.eu/ev-catalog/1930/porsche-taycan-4s-cross-turismo-2023
440.0,19.0,83.7,7,5.1,103254,Nemčija,2023,Porsche,Taycan 4 Cross Turismo,https://bestev4me.eu/ev-catalog/1929/porsche-taycan-4-cross-turismo-2023
440.0,18.2,80.0,6,5.2,53990,Južna Koreja,2024,Kia,EV6 Long Range AWD,https://bestev4me.eu/ev-catalog/3029/kia-ev6-long-range-awd-2024
440.0,21.6,95.0,14,2.9,,ZDA,2019,Tesla,Model X Ludicrous Performance,https://bestev4me.eu/ev-catalog/1200/tesla-model-x-ludicrous-performance-2019
440.0,21.6,95.0,14,3.6,107600,ZDA,2019,Tesla,Model X Performance,https://bestev4me.eu/ev-catalog/1199/tesla-model-x-performance-2019
440.0,21.6,95.0,13,4.6,85990,ZDA,2019,Tesla,Model X Long Range,https://bestev4me.eu/ev-catalog/1198/tesla-model-x-long-range-2019
440.0,20.8,91.3,8,4.5,58990,Kitajska,2024,BYD,SEALION 7 91.3 kWh AWD Excellence,https://bestev4me.eu/ev-catalog/3072/byd-sealion-7-913-kwh-awd-excellence-2024
440.0,21.9,96.5,6,3.5,61000,Kitajska,2025,MG,IM6 Performance,https://bestev4me.eu/ev-catalog/3248/mg-im6-performance-2025
440.0,16.8,74.0,6,5.1,61100,Južna Koreja,2022,Hyundai,IONIQ 6 Long Range AWD,https://bestev4me.eu/ev-catalog/1719/hyundai-ioniq-6-long-range-awd-2022
440.0,20.7,91.0,16,5.8,69700,ZDA,2022,Ford,Mustang Mach-E ER AWD,https://bestev4me.eu/ev-catalog/1756/ford-mustang-mach-e-er-awd-2022
440.0,18.2,80.0,4,4.1,51600,Kitajska,2025,XPENG,G6 AWD Performance,https://bestev4me.eu/ev-catalog/3276/xpeng-g6-awd-performance-2025
440.0,18.8,82.5,8,4.9,69200,Južna Koreja,2022,Genesis,G80 Electrified Luxury,https://bestev4me.eu/ev-catalog/1703/genesis-g80-electrified-luxury-2022
435.0,20.7,90.0,10,4.5,74500,Kitajska,2023,NIO,EL6 Long Range,https://bestev4me.eu/ev-catalog/1922/nio-el6-long-range-2023
435.0,17.7,77.0,11,7.0,56650,Češka,2023,Skoda,Enyaq Coupe iV 80x,https://bestev4me.eu/ev-catalog/1630/skoda-enyaq-coupe-iv-80x-2023
435.0,18.4,80.0,6,3.2,75900,Južna Koreja,2026,Hyundai,IONIQ 6 N,https://bestev4me.eu/ev-catalog/3449/hyundai-ioniq-6-n-2026
435.0,20.2,88.0,13,4.8,66600,ZDA,2025,Ford,Mustang Mach-E ER AWD,https://bestev4me.eu/ev-catalog/3189/ford-mustang-mach-e-er-awd-2025
435.0,20.8,90.6,10,6.0,89548,Nemčija,2025,Mercedes-Benz,EQE SUV 350 4MATIC,https://bestev4me.eu/ev-catalog/3285/mercedes-benz-eqe-suv-350-4matic-2025
450.0,17.6,79.0,9,8.5,48500,ZDA,2024,Ford,Explorer Extended Range RWD,https://bestev4me.eu/ev-catalog/2168/ford-explorer-extended-range-rwd-2024
435.0,22.1,96.0,8,6.0,68990,Južna Koreja,2023,Kia,EV9 99.8 kWh AWD,https://bestev4me.eu/ev-catalog/1835/kia-ev9-998-kwh-awd-2023
435.0,17.7,77.0,10,6.6,49020,Nemčija,2025,Volkswagen,ID.4 Pro 4MOTION,https://bestev4me.eu/ev-catalog/3251/volkswagen-id4-pro-4motion-2025
440.0,21.6,95.0,13,4.6,85990,ZDA,2019,Tesla,Model X Long Range,https://bestev4me.eu/ev-catalog/1175/tesla-model-x-long-range-2019
435.0,17.1,74.4,14,6.2,44990,Kitajska,2026,MG,MG4 Premium Extended Range,https://bestev4me.eu/ev-catalog/3468/mg-mg4-premium-extended-range-2026
435.0,20.8,90.6,10,4.9,99841,Nemčija,2022,Mercedes-Benz,EQE SUV 500 4MATIC,https://bestev4me.eu/ev-catalog/1762/mercedes-benz-eqe-suv-500-4matic-2022
435.0,20.9,91.0,12,3.8,78000,ZDA,2025,Ford,Mustang Mach-E GT,https://bestev4me.eu/ev-catalog/3190/ford-mustang-mach-e-gt-2025
435.0,17.7,77.0,10,5.5,58950,Španija,2026,CUPRA,Tavascan 250 kW - 77 kWh VZ,https://bestev4me.eu/ev-catalog/3610/cupra-tavascan-250-kw-77-kwh-vz-2026
435.0,17.7,77.0,10,6.6,49020,Nemčija,2023,Volkswagen,ID.4 Pro 4MOTION,https://bestev4me.eu/ev-catalog/2029/volkswagen-id4-pro-4motion-2023
435.0,20.8,90.6,10,6.6,89548,Nemčija,2023,Mercedes-Benz,EQE SUV 350 4MATIC,https://bestev4me.eu/ev-catalog/2047/mercedes-benz-eqe-suv-350-4matic-2023
435.0,15.4,67.1,11,6.0,57600,Nemčija,2025,BMW,i4 eDrive35,https://bestev4me.eu/ev-catalog/3204/bmw-i4-edrive35-2025
435.0,17.7,77.0,10,5.5,61050,Češka,2023,Skoda,Enyaq RS,https://bestev4me.eu/ev-catalog/2022/skoda-enyaq-rs-2023
435.0,17.7,77.0,10,6.7,54950,Nemčija,2023,Audi,Q4 Sportback e-tron 45,https://bestev4me.eu/ev-catalog/2016/audi-q4-sportback-e-tron-45-2023
435.0,18.2,79.0,9,5.4,53255,Nemčija,2025,Volkswagen,ID.4 GTX,https://bestev4me.eu/ev-catalog/3252/volkswagen-id4-gtx-2025
435.0,25.0,108.7,15,5.9,,Kitajska,2023,Voyah,Dream 108 kWh,https://bestev4me.eu/ev-catalog/3629/voyah-dream-108-kwh-2023
430.0,17.9,77.0,10,5.3,52900,ZDA,2026,Ford,Explorer Extended Range AWD,https://bestev4me.eu/ev-catalog/3646/ford-explorer-extended-range-awd-2026
430.0,19.5,83.7,7,2.8,197740,Nemčija,2023,Porsche,Taycan Turbo S,https://bestev4me.eu/ev-catalog/1928/porsche-taycan-turbo-s-2023
430.0,16.7,72.0,10,7.3,45990,Japonska,2025,Toyota,C-HR+ 77 kWh,https://bestev4me.eu/ev-catalog/3394/toyota-c-hr-77-kwh-2025
430.0,17.9,77.0,10,8.4,48970,Nemčija,2022,Volkswagen,ID.5 Pro Performance,https://bestev4me.eu/ev-catalog/1913/volkswagen-id5-pro-performance-2022
430.0,17.9,77.0,10,10.4,47935,Nemčija,2022,Volkswagen,ID.5 Pro,https://bestev4me.eu/ev-catalog/1912/volkswagen-id5-pro-2022
430.0,20.5,88.0,16,5.8,63700,ZDA,2021,Ford,Mustang Mach-E ER AWD,https://bestev4me.eu/ev-catalog/1245/ford-mustang-mach-e-er-awd-2021
430.0,15.6,67.0,11,6.0,56500,Nemčija,2022,BMW,i4 eDrive35,https://bestev4me.eu/ev-catalog/1785/bmw-i4-edrive35-2022
430.0,19.4,83.5,16,4.5,53490,Kitajska,2024,GWM,ORA 07 GT,https://bestev4me.eu/ev-catalog/2247/gwm-ora-07-gt-2024
430.0,19.5,83.7,7,4.0,120081,Nemčija,2022,Porsche,Taycan 4S Plus Sport Turismo,https://bestev4me.eu/ev-catalog/1624/porsche-taycan-4s-plus-sport-turismo-2022
430.0,15.6,67.1,11,6.0,57500,Nemčija,2024,BMW,i4 eDrive35,https://bestev4me.eu/ev-catalog/2198/bmw-i4-edrive35-2024
430.0,20.9,90.0,14,3.9,94900,Kitajska,2022,NIO,EL7 Long Range,https://bestev4me.eu/ev-catalog/1789/nio-el7-long-range-2022
430.0,17.9,77.0,12,6.5,63300,Češka,2022,Skoda,Enyaq Coupe iV RS,https://bestev4me.eu/ev-catalog/1631/skoda-enyaq-coupe-iv-rs-2022
430.0,17.4,75.0,10,4.0,60970,ZDA,2022,Tesla,Model Y Performance,https://bestev4me.eu/ev-catalog/1183/tesla-model-y-performance-2022
430.0,17.9,77.0,10,8.4,48970,Nemčija,2022,Volkswagen,ID.5 Pro Performance,https://bestev4me.eu/ev-catalog/1557/volkswagen-id5-pro-performance-2022
430.0,18.1,78.0,12,5.7,53990,Južna Koreja,2026,Kia,EV3 GT,https://bestev4me.eu/ev-catalog/3663/kia-ev3-gt-2026
430.0,18.9,81.2,10,3.8,99500,Nemčija,2025,BMW,i5 M60 xDrive Sedan,https://bestev4me.eu/ev-catalog/3114/bmw-i5-m60-xdrive-sedan-2025
430.0,17.9,77.0,10,10.4,47935,Nemčija,2022,Volkswagen,ID.5 Pro,https://bestev4me.eu/ev-catalog/1556/volkswagen-id5-pro-2022
430.0,17.9,77.0,10,5.3,52900,ZDA,2026,Ford,Explorer Extended Range AWD,https://bestev4me.eu/ev-catalog/3455/ford-explorer-extended-range-awd-2026
430.0,17.9,77.0,10,5.4,57020,Nemčija,2026,Volkswagen,ID.5 GTX,https://bestev4me.eu/ev-catalog/3502/volkswagen-id5-gtx-2026
425.0,18.8,80.0,6,7.8,54680,Južna Koreja,2025,Genesis,GV60 Pure,https://bestev4me.eu/ev-catalog/3234/genesis-gv60-pure-2025
425.0,21.4,91.0,12,3.7,77300,ZDA,2023,Ford,Mustang Mach-E GT,https://bestev4me.eu/ev-catalog/2038/ford-mustang-mach-e-gt-2023
425.0,20.5,87.0,16,9.6,44990,Kitajska,2024,BYD,SEAL U 87 kWh Design,https://bestev4me.eu/ev-catalog/2067/byd-seal-u-87-kwh-design-2024
425.0,21.4,91.0,17,4.4,86200,ZDA,2022,Ford,Mustang Mach-E GT,https://bestev4me.eu/ev-catalog/1757/ford-mustang-mach-e-gt-2022
425.0,19.7,83.7,7,3.7,140858,Nemčija,2022,Porsche,Taycan GTS Sport Turismo,https://bestev4me.eu/ev-catalog/1561/porsche-taycan-gts-sport-turismo-2022
425.0,20.9,89.0,12,6.6,89548,Nemčija,2022,Mercedes-Benz,EQE SUV 350 4MATIC,https://bestev4me.eu/ev-catalog/1761/mercedes-benz-eqe-suv-350-4matic-2022
425.0,21.3,90.6,10,4.3,124920,Nemčija,2022,Mercedes-Benz,EQE SUV AMG 43 4MATIC,https://bestev4me.eu/ev-catalog/1763/mercedes-benz-eqe-suv-amg-43-4matic-2022
425.0,22.6,96.0,8,5.3,82380,Južna Koreja,2023,Kia,EV9 99.8 kWh AWD GT-Line,https://bestev4me.eu/ev-catalog/1993/kia-ev9-998-kwh-awd-gt-line-2023
425.0,18.1,77.0,12,6.9,49050,Češka,2021,Skoda,Enyaq iV 80x,https://bestev4me.eu/ev-catalog/1281/skoda-enyaq-iv-80x-2021
425.0,17.5,74.4,11,6.5,45990,Kitajska,2023,MG,MG4 Electric 77 kWh,https://bestev4me.eu/ev-catalog/1973/mg-mg4-electric-77-kwh-2023
425.0,18.1,77.0,10,5.5,57910,Španija,2024,CUPRA,Tavascan VZ,https://bestev4me.eu/ev-catalog/1972/cupra-tavascan-vz-2024
425.0,20.9,89.0,10,6.0,75900,Nemčija,2022,Audi,Q8 SUV e-tron 50 quattro,https://bestev4me.eu/ev-catalog/1769/audi-q8-suv-e-tron-50-quattro-2022
425.0,18.0,76.6,10,8.5,53900,Nemčija,2021,Audi,Q4 Sportback e-tron 40,https://bestev4me.eu/ev-catalog/1528/audi-q4-sportback-e-tron-40-2021
425.0,17.5,74.4,14,5.0,64990,Kitajska,2024,MG,Cyberster Trophy,https://bestev4me.eu/ev-catalog/2202/mg-cyberster-trophy-2024
425.0,17.2,73.0,5,4.3,53600,Kitajska,2026,XPENG,P7+ AWD Performance,https://bestev4me.eu/ev-catalog/3433/xpeng-p7-awd-performance-2026
